,ZEROX_v4_started_ZEROX_v4_won,UCT_3000_started_ZEROX_v4_won,ZEROX_v4_started_Tie,UCT_3000_started_Tie,ZEROX_v4_started_UCT_3000_won,UCT_3000_started_UCT_3000_won
0,,,64.0,,,
1,,18.0,,,,
2,9.0,,,,,
3,,10.0,,,,
4,,32.0,,,,
5,,,,,32.0,
6,,12.0,,,,
7,,,,,12.0,
8,,10.0,,,,
9,11.0,,,,,
10,,12.0,,,,
11,11.0,,,,,
12,,12.0,,,,
13,11.0,,,,,
14,,14.0,,,,
15,11.0,,,,,
16,,,,,,29.0
17,,,,,,17.0
18,,,,,30.0,
19,,,,,12.0,
20,,10.0,,,,
21,11.0,,,,,
22,,,,,34.0,
23,13.0,,,,,
24,11.0,,,,,
25,,12.0,,,,
26,,10.0,,,,
27,,,,,30.0,
28,,12.0,,,,
29,21.0,,,,,
30,,20.0,,,,
31,,,,,,21.0
32,,,,,,31.0
33,,12.0,,,,
34,,,,,,23.0
35,,,,,,15.0
36,13.0,,,,,
37,,,,64.0,,
38,15.0,,,,,
39,15.0,,,,,
40,9.0,,,,,
41,,12.0,,,,
42,,14.0,,,,
43,,10.0,,,,
44,,,,64.0,,
45,13.0,,,,,
46,,,,,,51.0
47,,,,,,31.0
48,,16.0,,,,
49,23.0,,,,,
