,FLAT_v5_started_FLAT_v5_won,UCT_3000_started_FLAT_v5_won,FLAT_v5_started_Tie,UCT_3000_started_Tie,FLAT_v5_started_UCT_3000_won,UCT_3000_started_UCT_3000_won
0,,,,,,9.0
1,,16.0,,,,
2,,12.0,,,,
3,,,,,,11.0
4,,,,,46.0,
5,29.0,,,,,
6,,10.0,,,,
7,,18.0,,,,
8,9.0,,,,,
9,,,,,12.0,
10,15.0,,,,,
11,,,,,,21.0
12,,,,,,37.0
13,11.0,,,,,
14,27.0,,,,,
15,9.0,,,,,
16,,,,,,23.0
17,9.0,,,,,
18,21.0,,,,,
19,,16.0,,,,
20,,,,,,13.0
21,,,,,,17.0
22,17.0,,,,,
23,9.0,,,,,
24,,10.0,,,,
25,,,,,14.0,
26,,,,,16.0,
27,,,,,,17.0
28,9.0,,,,,
29,,12.0,,,,
30,15.0,,,,,
31,9.0,,,,,
32,,,,,18.0,
33,,,,,,13.0
34,,,,,,25.0
35,,,,,,11.0
36,,14.0,,,,
37,,,,,,33.0
38,,,,,28.0,
39,,,,,,21.0
40,,,,,14.0,
41,,,,,,13.0
42,9.0,,,,,
43,,10.0,,,,
44,,,,,12.0,
45,15.0,,,,,
46,,,,,20.0,
47,,14.0,,,,
48,19.0,,,,,
49,,10.0,,,,
