,ZEROX_v5_started_ZEROX_v5_won,UCT_1500_started_ZEROX_v5_won,ZEROX_v5_started_Tie,UCT_1500_started_Tie,ZEROX_v5_started_UCT_1500_won,UCT_1500_started_UCT_1500_won
0,,,,,20.0,
1,,,,,30.0,
2,,10.0,,,,
3,9.0,,,,,
4,,18.0,,,,
5,,,,64.0,,
6,,10.0,,,,
7,,16.0,,,,
8,9.0,,,,,
9,9.0,,,,,
10,9.0,,,,,
11,,22.0,,,,
12,,,,,,43.0
13,9.0,,,,,
14,19.0,,,,,
15,19.0,,,,,
16,9.0,,,,,
17,9.0,,,,,
18,17.0,,,,,
19,,10.0,,,,
20,9.0,,,,,
21,,10.0,,,,
22,9.0,,,,,
23,9.0,,,,,
24,9.0,,,,,
25,,14.0,,,,
26,,12.0,,,,
27,,,,,,39.0
28,21.0,,,,,
29,21.0,,,,,
30,9.0,,,,,
31,9.0,,,,,
32,,20.0,,,,
33,9.0,,,,,
34,,,64.0,,,
35,9.0,,,,,
36,,10.0,,,,
37,,20.0,,,,
38,,10.0,,,,
39,9.0,,,,,
40,,,,,,19.0
41,9.0,,,,,
42,,12.0,,,,
43,,,,,,37.0
44,,,,,36.0,
45,,,,,20.0,
46,,10.0,,,,
47,,10.0,,,,
48,9.0,,,,,
49,,10.0,,,,
