,ZEROX_v5_started_ZEROX_v5_won,UCT_3000_started_ZEROX_v5_won,ZEROX_v5_started_Tie,UCT_3000_started_Tie,ZEROX_v5_started_UCT_3000_won,UCT_3000_started_UCT_3000_won
0,,,,,44.0,
1,,,,,,23.0
2,,,,,,35.0
3,9.0,,,,,
4,,,,,44.0,
5,,,,,16.0,
6,21.0,,,,,
7,9.0,,,,,
8,,10.0,,,,
9,,,,64.0,,
10,29.0,,,,,
11,,28.0,,,,
12,,,,,42.0,
13,27.0,,,,,
14,9.0,,,,,
15,,,,,,17.0
16,15.0,,,,,
17,,12.0,,,,
18,19.0,,,,,
19,,,64.0,,,
20,,10.0,,,,
21,9.0,,,,,
22,,,,,36.0,
23,,12.0,,,,
24,,,,,,27.0
25,,,,,,25.0
26,9.0,,,,,
27,9.0,,,,,
28,,,,,,49.0
29,,,,,,25.0
30,,12.0,,,,
31,,10.0,,,,
32,,12.0,,,,
33,,,64.0,,,
34,9.0,,,,,
35,,,,,,41.0
36,,,,,,13.0
37,,,,,50.0,
38,,,,,,19.0
39,9.0,,,,,
40,,,,,30.0,
41,13.0,,,,,
42,11.0,,,,,
43,,10.0,,,,
44,,18.0,,,,
45,,,,,36.0,
46,,,,,,25.0
47,19.0,,,,,
48,,22.0,,,,
49,9.0,,,,,
