,ZERO_v1_started_ZERO_v1_won,UCT_1500_started_ZERO_v1_won,ZERO_v1_started_Tie,UCT_1500_started_Tie,ZERO_v1_started_UCT_1500_won,UCT_1500_started_UCT_1500_won
0,23.0,,,,,
1,,,,,,21.0
2,,,,,24.0,
3,,14.0,,,,
4,,16.0,,,,
5,,,,,,19.0
6,,,,,,25.0
7,11.0,,,,,
8,9.0,,,,,
9,9.0,,,,,
10,,,,,,17.0
11,,12.0,,,,
12,9.0,,,,,
13,9.0,,,,,
14,9.0,,,,,
15,9.0,,,,,
16,13.0,,,,,
17,9.0,,,,,
18,11.0,,,,,
19,,,,,,23.0
20,11.0,,,,,
21,,,,,,19.0
22,,,,,,13.0
23,,20.0,,,,
24,,12.0,,,,
25,,26.0,,,,
26,,,,,24.0,
27,,12.0,,,,
28,9.0,,,,,
29,,,,,,11.0
30,9.0,,,,,
31,,12.0,,,,
32,9.0,,,,,
33,17.0,,,,,
34,,,,,18.0,
35,,,,,16.0,
36,15.0,,,,,
37,,,,,,23.0
38,9.0,,,,,
39,,20.0,,,,
40,,,,,,11.0
41,11.0,,,,,
42,,10.0,,,,
43,9.0,,,,,
44,,10.0,,,,
45,,14.0,,,,
46,17.0,,,,,
47,,,,,,17.0
48,17.0,,,,,
49,,16.0,,,,
