,ZERO_v4_started_ZERO_v4_won,UCT_1500_started_ZERO_v4_won,ZERO_v4_started_Tie,UCT_1500_started_Tie,ZERO_v4_started_UCT_1500_won,UCT_1500_started_UCT_1500_won
0,,,,,,19.0
1,9.0,,,,,
2,,18.0,,,,
3,11.0,,,,,
4,,30.0,,,,
5,19.0,,,,,
6,,10.0,,,,
7,,,,,,21.0
8,11.0,,,,,
9,,,,,,41.0
10,,12.0,,,,
11,,10.0,,,,
12,,,64.0,,,
13,,10.0,,,,
14,,20.0,,,,
15,,14.0,,,,
16,17.0,,,,,
17,,,,,16.0,
18,,28.0,,,,
19,,,,,,25.0
20,11.0,,,,,
21,,10.0,,,,
22,13.0,,,,,
23,,10.0,,,,
24,11.0,,,,,
25,15.0,,,,,
26,,16.0,,,,
27,9.0,,,,,
28,,10.0,,,,
29,,16.0,,,,
30,,40.0,,,,
31,,14.0,,,,
32,,10.0,,,,
33,,,,,,25.0
34,,22.0,,,,
35,9.0,,,,,
36,9.0,,,,,
37,,18.0,,,,
38,9.0,,,,,
39,21.0,,,,,
40,,12.0,,,,
41,,,,,,47.0
42,,14.0,,,,
43,9.0,,,,,
44,,,,,28.0,
45,,10.0,,,,
46,11.0,,,,,
47,,16.0,,,,
48,11.0,,,,,
49,9.0,,,,,
