,ZEROX_v2_started_ZEROX_v2_won,UCT_3000_started_ZEROX_v2_won,ZEROX_v2_started_Tie,UCT_3000_started_Tie,ZEROX_v2_started_UCT_3000_won,UCT_3000_started_UCT_3000_won
0,,,,,10.0,
1,,,,,10.0,
2,,,,,,11.0
3,,24.0,,,,
4,,10.0,,,,
5,,,64.0,,,
6,,10.0,,,,
7,9.0,,,,,
8,,,,,,11.0
9,,,,,,27.0
10,,,,,,15.0
11,,,,64.0,,
12,9.0,,,,,
13,,,,,16.0,
14,9.0,,,,,
15,,12.0,,,,
16,17.0,,,,,
17,,,,,,19.0
18,,,,,,21.0
19,11.0,,,,,
20,,,,,,23.0
21,,,,64.0,,
22,,,,,12.0,
23,,,,,,19.0
24,15.0,,,,,
25,9.0,,,,,
26,,,,,10.0,
27,9.0,,,,,
28,,,,,18.0,
29,,,,,12.0,
30,,,,,12.0,
31,,,,,,23.0
32,,,,,10.0,
33,,,,,12.0,
34,,,,,26.0,
35,,,,,14.0,
36,,,,,,15.0
37,,,,,,29.0
38,,,,,18.0,
39,,,,,,21.0
40,,,,,,15.0
41,,,,,10.0,
42,,,,,10.0,
43,9.0,,,,,
44,,,,,16.0,
45,,30.0,,,,
46,,,,,,39.0
47,15.0,,,,,
48,,10.0,,,,
49,,,,,,15.0
