,ZEROX_v4_started_ZEROX_v4_won,UCT_6000_started_ZEROX_v4_won,ZEROX_v4_started_Tie,UCT_6000_started_Tie,ZEROX_v4_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,,13.0
1,,,,64.0,,
2,11.0,,,,,
3,19.0,,,,,
4,,10.0,,,,
5,17.0,,,,,
6,,12.0,,,,
7,,,,,,23.0
8,,,,,28.0,
9,,10.0,,,,
10,,,,,,39.0
11,,20.0,,,,
12,,,,,30.0,
13,,,,,36.0,
14,,16.0,,,,
15,,,,,,31.0
16,,,,,30.0,
17,,14.0,,,,
18,,,,,,19.0
19,,14.0,,,,
20,,12.0,,,,
21,,,64.0,,,
22,,,,,12.0,
23,11.0,,,,,
24,,,,,,37.0
25,,22.0,,,,
26,,,,,,23.0
27,,,,,,23.0
28,,,,,34.0,
29,,,,,,25.0
30,,12.0,,,,
31,,,,,,35.0
32,15.0,,,,,
33,,,,,52.0,
34,13.0,,,,,
35,,,,,34.0,
36,,,,,,25.0
37,,,,,,23.0
38,,12.0,,,,
39,11.0,,,,,
40,,,,,,25.0
41,,,,,28.0,
42,,,,,,41.0
43,,,,,36.0,
44,21.0,,,,,
45,,,,,44.0,
46,,,,,22.0,
47,,20.0,,,,
48,,,,,36.0,
49,,10.0,,,,
