,ZERO_v4_started_ZERO_v4_won,UCT_4500_started_ZERO_v4_won,ZERO_v4_started_Tie,UCT_4500_started_Tie,ZERO_v4_started_UCT_4500_won,UCT_4500_started_UCT_4500_won
0,,,,,,29.0
1,,,,,,21.0
2,17.0,,,,,
3,23.0,,,,,
4,,,,,26.0,
5,,,,,36.0,
6,,,,,,45.0
7,15.0,,,,,
8,,20.0,,,,
9,,10.0,,,,
10,,,,,,19.0
11,,,,,,55.0
12,,,,,,37.0
13,,,,,30.0,
14,13.0,,,,,
15,,,,,,25.0
16,13.0,,,,,
17,,,,,,13.0
18,31.0,,,,,
19,,,,,18.0,
20,,,,,24.0,
21,,18.0,,,,
22,,,,,16.0,
23,9.0,,,,,
24,,,,,32.0,
25,,,,,,23.0
26,,16.0,,,,
27,,,,,,17.0
28,,,,,,37.0
29,,,,,12.0,
30,19.0,,,,,
31,,,,,28.0,
32,29.0,,,,,
33,13.0,,,,,
34,,10.0,,,,
35,11.0,,,,,
36,,10.0,,,,
37,,20.0,,,,
38,,30.0,,,,
39,,,,,,27.0
40,17.0,,,,,
41,27.0,,,,,
42,,,64.0,,,
43,,,,,,29.0
44,,,,,,9.0
45,,,64.0,,,
46,,,,,34.0,
47,,,,,42.0,
48,,,,,,27.0
49,,14.0,,,,
