,FLAT_v1_started_FLAT_v1_won,UCT_1500_started_FLAT_v1_won,FLAT_v1_started_Tie,UCT_1500_started_Tie,FLAT_v1_started_UCT_1500_won,UCT_1500_started_UCT_1500_won
0,13.0,,,,,
1,,,,,20.0,
2,11.0,,,,,
3,,,,,,15.0
4,17.0,,,,,
5,,,,,,15.0
6,15.0,,,,,
7,,,,,14.0,
8,,12.0,,,,
9,,12.0,,,,
10,15.0,,,,,
11,,,,,,19.0
12,,14.0,,,,
13,,,,,,13.0
14,,,,,,27.0
15,,,,,,15.0
16,,,,,,21.0
17,9.0,,,,,
18,9.0,,,,,
19,,,,,,9.0
20,,,,,14.0,
21,9.0,,,,,
22,13.0,,,,,
23,11.0,,,,,
24,9.0,,,,,
25,9.0,,,,,
26,11.0,,,,,
27,,,,,10.0,
28,9.0,,,,,
29,9.0,,,,,
30,,,,,16.0,
31,11.0,,,,,
32,13.0,,,,,
33,,10.0,,,,
34,11.0,,,,,
35,11.0,,,,,
36,,,,,10.0,
37,9.0,,,,,
38,,,,,,11.0
39,,12.0,,,,
40,,,,,,13.0
41,,,,,10.0,
42,15.0,,,,,
43,,,,,,13.0
44,9.0,,,,,
45,9.0,,,,,
46,,,,,,17.0
47,9.0,,,,,
48,,12.0,,,,
49,,10.0,,,,
