,ZERO_v1_started_ZERO_v1_won,UCT_3000_started_ZERO_v1_won,ZERO_v1_started_Tie,UCT_3000_started_Tie,ZERO_v1_started_UCT_3000_won,UCT_3000_started_UCT_3000_won
0,,,,,,15.0
1,11.0,,,,,
2,9.0,,,,,
3,,,,,10.0,
4,,,,,14.0,
5,,,,,,53.0
6,,,,,,13.0
7,,14.0,,,,
8,13.0,,,,,
9,11.0,,,,,
10,,,,,,11.0
11,17.0,,,,,
12,,,,,20.0,
13,,,,,,15.0
14,,,,,,27.0
15,15.0,,,,,
16,,,,,,9.0
17,,,,,,11.0
18,,,,,14.0,
19,,,,,20.0,
20,,,,,,15.0
21,19.0,,,,,
22,,,,,20.0,
23,,,,,,21.0
24,,,,,20.0,
25,,,,,12.0,
26,11.0,,,,,
27,,,,,22.0,
28,,,,,14.0,
29,,,,,,9.0
30,,,,,,43.0
31,,,,,,11.0
32,11.0,,,,,
33,,,,,12.0,
34,,,,,,23.0
35,11.0,,,,,
36,,,,,,11.0
37,,,,,,15.0
38,,,,,,17.0
39,,18.0,,,,
40,,,,,,13.0
41,,12.0,,,,
42,15.0,,,,,
43,,,,,,11.0
44,,,,,,9.0
45,9.0,,,,,
46,,16.0,,,,
47,15.0,,,,,
48,11.0,,,,,
49,,,,,14.0,
