,FLAT_v2_started_FLAT_v2_won,UCT_6000_started_FLAT_v2_won,FLAT_v2_started_Tie,UCT_6000_started_Tie,FLAT_v2_started_UCT_6000_won,UCT_6000_started_UCT_6000_won
0,,,,,,13.0
1,,,,,10.0,
2,,,,,,23.0
3,,,,,18.0,
4,9.0,,,,,
5,,,,,,13.0
6,,,,,22.0,
7,17.0,,,,,
8,15.0,,,,,
9,,,,,16.0,
10,,,,,,45.0
11,,,,,,11.0
12,,,,,,25.0
13,,,,,18.0,
14,,,,,10.0,
15,,,,,16.0,
16,,,,,16.0,
17,,,,,10.0,
18,,,,,,15.0
19,,,,,12.0,
20,17.0,,,,,
21,,,,,12.0,
22,,,,,,9.0
23,,,,,10.0,
24,9.0,,,,,
25,,,,,14.0,
26,,,,,,17.0
27,,,,,,17.0
28,,,,,24.0,
29,,,,,16.0,
30,,,,,10.0,
31,,,,,14.0,
32,,,,,,17.0
33,,,,,24.0,
34,,,,,,23.0
35,11.0,,,,,
36,,,,,,11.0
37,,,,,12.0,
38,,,,,,9.0
39,,,,,,13.0
40,,,,,,9.0
41,,,,,,9.0
42,,,,,,15.0
43,,,,,,17.0
44,11.0,,,,,
45,,,,,,17.0
46,,,,,,11.0
47,,18.0,,,,
48,,,,,,11.0
49,11.0,,,,,
