,ZEROX_v3_started_ZEROX_v3_won,UCT_1000_started_ZEROX_v3_won,ZEROX_v3_started_Tie,UCT_1000_started_Tie,ZEROX_v3_started_UCT_1000_won,UCT_1000_started_UCT_1000_won
0,,,,,,13.0
1,,10.0,,,,
2,9.0,,,,,
3,7.0,,,,,
4,,8.0,,,,
5,9.0,,,,,
6,,,,,,13.0
7,7.0,,,,,
8,7.0,,,,,
9,,10.0,,,,
10,,12.0,,,,
11,,8.0,,,,
12,,,,,,7.0
13,9.0,,,,,
14,9.0,,,,,
15,,12.0,,,,
16,7.0,,,,,
17,,8.0,,,,
18,9.0,,,,,
19,13.0,,,,,
20,,8.0,,,,
21,7.0,,,,,
22,,8.0,,,,
23,,10.0,,,,
24,,10.0,,,,
25,7.0,,,,,
26,,,,,,7.0
27,,8.0,,,,
28,7.0,,,,,
29,7.0,,,,,
30,7.0,,,,,
31,7.0,,,,,
32,,8.0,,,,
33,7.0,,,,,
34,7.0,,,,,
35,7.0,,,,,
36,7.0,,,,,
37,,12.0,,,,
38,,14.0,,,,
39,7.0,,,,,
40,,,,,,9.0
41,9.0,,,,,
42,,8.0,,,,
43,,10.0,,,,
44,7.0,,,,,
45,,12.0,,,,
46,7.0,,,,,
47,7.0,,,,,
48,,8.0,,,,
49,,8.0,,,,
