,FLAT_v2_started_FLAT_v2_won,UCT_3000_started_FLAT_v2_won,FLAT_v2_started_Tie,UCT_3000_started_Tie,FLAT_v2_started_UCT_3000_won,UCT_3000_started_UCT_3000_won
0,,,,,,9.0
1,,,,,20.0,
2,17.0,,,,,
3,,14.0,,,,
4,,8.0,,,,
5,15.0,,,,,
6,7.0,,,,,
7,,,,,,11.0
8,,,,,14.0,
9,11.0,,,,,
10,,,,,,13.0
11,7.0,,,,,
12,,,,,,11.0
13,7.0,,,,,
14,7.0,,,,,
15,,8.0,,,,
16,,,,,,25.0
17,,14.0,,,,
18,,,,,,11.0
19,7.0,,,,,
20,,,,,,7.0
21,19.0,,,,,
22,,,,,,11.0
23,,,,,,11.0
24,,,,,10.0,
25,,12.0,,,,
26,,,,,,13.0
27,7.0,,,,,
28,,8.0,,,,
29,17.0,,,,,
30,7.0,,,,,
31,7.0,,,,,
32,,,,,,11.0
33,,,,,,17.0
34,11.0,,,,,
35,,,,,,19.0
36,7.0,,,,,
37,,14.0,,,,
38,,8.0,,,,
39,11.0,,,,,
40,,10.0,,,,
41,9.0,,,,,
42,,,,,,15.0
43,7.0,,,,,
44,7.0,,,,,
45,,8.0,,,,
46,7.0,,,,,
47,,,,,,11.0
48,7.0,,,,,
49,,,,,,17.0
