,FLAT_v3_started_FLAT_v3_won,UCT_5000_started_FLAT_v3_won,FLAT_v3_started_Tie,UCT_5000_started_Tie,FLAT_v3_started_UCT_5000_won,UCT_5000_started_UCT_5000_won
0,7.0,,,,,
1,9.0,,,,,
2,,14.0,,,,
3,,,,,,9.0
4,,,,,,7.0
5,11.0,,,,,
6,,,,,,11.0
7,7.0,,,,,
8,,,,,26.0,
9,,,,,18.0,
10,,14.0,,,,
11,,,,,,9.0
12,7.0,,,,,
13,13.0,,,,,
14,17.0,,,,,
15,11.0,,,,,
16,,,,,,11.0
17,7.0,,,,,
18,,,,,,17.0
19,,,,,,9.0
20,,14.0,,,,
21,11.0,,,,,
22,11.0,,,,,
23,7.0,,,,,
24,7.0,,,,,
25,13.0,,,,,
26,7.0,,,,,
27,,,,,,17.0
28,11.0,,,,,
29,9.0,,,,,
30,,,,,,11.0
31,,,,,,15.0
32,9.0,,,,,
33,,8.0,,,,
34,7.0,,,,,
35,,,,,,11.0
36,,,,,,17.0
37,11.0,,,,,
38,,,,,,9.0
39,9.0,,,,,
40,,10.0,,,,
41,7.0,,,,,
42,7.0,,,,,
43,,,,,,11.0
44,15.0,,,,,
45,11.0,,,,,
46,9.0,,,,,
47,7.0,,,,,
48,7.0,,,,,
49,7.0,,,,,
