,ZERO_v3_started_ZERO_v3_won,UCT_2000_started_ZERO_v3_won,ZERO_v3_started_Tie,UCT_2000_started_Tie,ZERO_v3_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,,,,,,15.0
1,,14.0,,,,
2,,,,,,9.0
3,,,,,,9.0
4,,8.0,,,,
5,11.0,,,,,
6,7.0,,,,,
7,,8.0,,,,
8,7.0,,,,,
9,,8.0,,,,
10,9.0,,,,,
11,7.0,,,,,
12,,16.0,,,,
13,,10.0,,,,
14,,,,,,11.0
15,,14.0,,,,
16,,10.0,,,,
17,7.0,,,,,
18,7.0,,,,,
19,,,,,,11.0
20,,10.0,,,,
21,,14.0,,,,
22,7.0,,,,,
23,,10.0,,,,
24,,8.0,,,,
25,11.0,,,,,
26,9.0,,,,,
27,11.0,,,,,
28,,8.0,,,,
29,,14.0,,,,
30,7.0,,,,,
31,11.0,,,,,
32,7.0,,,,,
33,7.0,,,,,
34,,8.0,,,,
35,7.0,,,,,
36,7.0,,,,,
37,7.0,,,,,
38,7.0,,,,,
39,9.0,,,,,
40,,14.0,,,,
41,,8.0,,,,
42,,12.0,,,,
43,9.0,,,,,
44,,14.0,,,,
45,,10.0,,,,
46,11.0,,,,,
47,,14.0,,,,
48,,,,,,13.0
49,7.0,,,,,
