,ZERO_v1_started_ZERO_v1_won,UCT_1000_started_ZERO_v1_won,ZERO_v1_started_Tie,UCT_1000_started_Tie,ZERO_v1_started_UCT_1000_won,UCT_1000_started_UCT_1000_won
0,7.0,,,,,
1,9.0,,,,,
2,,12.0,,,,
3,,8.0,,,,
4,,,,,,7.0
5,11.0,,,,,
6,,,,,,7.0
7,9.0,,,,,
8,,8.0,,,,
9,,10.0,,,,
10,,,,,,7.0
11,7.0,,,,,
12,,,,,12.0,
13,7.0,,,,,
14,7.0,,,,,
15,,,,,,11.0
16,7.0,,,,,
17,11.0,,,,,
18,7.0,,,,,
19,9.0,,,,,
20,,,,,,7.0
21,,8.0,,,,
22,7.0,,,,,
23,7.0,,,,,
24,11.0,,,,,
25,,,,,,9.0
26,7.0,,,,,
27,,,,,,7.0
28,11.0,,,,,
29,,10.0,,,,
30,7.0,,,,,
31,,,,,,9.0
32,7.0,,,,,
33,7.0,,,,,
34,11.0,,,,,
35,7.0,,,,,
36,13.0,,,,,
37,,12.0,,,,
38,7.0,,,,,
39,,,,,,9.0
40,13.0,,,,,
41,7.0,,,,,
42,,,,,,7.0
43,,8.0,,,,
44,,,,,14.0,
45,7.0,,,,,
46,,10.0,,,,
47,,,,,,9.0
48,11.0,,,,,
49,7.0,,,,,
