,FLAT_v3_started_FLAT_v3_won,UCT_4000_started_FLAT_v3_won,FLAT_v3_started_Tie,UCT_4000_started_Tie,FLAT_v3_started_UCT_4000_won,UCT_4000_started_UCT_4000_won
0,7.0,,,,,
1,11.0,,,,,
2,7.0,,,,,
3,,12.0,,,,
4,,,,,,17.0
5,11.0,,,,,
6,,,,,,11.0
7,,10.0,,,,
8,15.0,,,,,
9,7.0,,,,,
10,9.0,,,,,
11,11.0,,,,,
12,7.0,,,,,
13,,10.0,,,,
14,,14.0,,,,
15,13.0,,,,,
16,7.0,,,,,
17,,8.0,,,,
18,11.0,,,,,
19,7.0,,,,,
20,7.0,,,,,
21,,8.0,,,,
22,11.0,,,,,
23,,,,,,11.0
24,7.0,,,,,
25,,,,,,11.0
26,9.0,,,,,
27,11.0,,,,,
28,7.0,,,,,
29,17.0,,,,,
30,,,,,,17.0
31,17.0,,,,,
32,7.0,,,,,
33,,,,,,13.0
34,,8.0,,,,
35,,8.0,,,,
36,11.0,,,,,
37,11.0,,,,,
38,7.0,,,,,
39,,8.0,,,,
40,,,,,,11.0
41,11.0,,,,,
42,7.0,,,,,
43,13.0,,,,,
44,7.0,,,,,
45,7.0,,,,,
46,7.0,,,,,
47,11.0,,,,,
48,13.0,,,,,
49,7.0,,,,,
