,FLAT_v3_started_FLAT_v3_won,UCT_1000_started_FLAT_v3_won,FLAT_v3_started_Tie,UCT_1000_started_Tie,FLAT_v3_started_UCT_1000_won,UCT_1000_started_UCT_1000_won
0,9.0,,,,,
1,,10.0,,,,
2,,12.0,,,,
3,11.0,,,,,
4,,,,,,9.0
5,7.0,,,,,
6,7.0,,,,,
7,7.0,,,,,
8,11.0,,,,,
9,9.0,,,,,
10,,,,,,13.0
11,,14.0,,,,
12,7.0,,,,,
13,11.0,,,,,
14,,8.0,,,,
15,,,,,,13.0
16,,10.0,,,,
17,9.0,,,,,
18,,8.0,,,,
19,7.0,,,,,
20,9.0,,,,,
21,9.0,,,,,
22,,8.0,,,,
23,,,,,10.0,
24,9.0,,,,,
25,7.0,,,,,
26,7.0,,,,,
27,7.0,,,,,
28,,8.0,,,,
29,,10.0,,,,
30,9.0,,,,,
31,,,,,10.0,
32,7.0,,,,,
33,,,,,,17.0
34,,10.0,,,,
35,7.0,,,,,
36,9.0,,,,,
37,,8.0,,,,
38,13.0,,,,,
39,7.0,,,,,
40,,10.0,,,,
41,7.0,,,,,
42,,8.0,,,,
43,9.0,,,,,
44,11.0,,,,,
45,7.0,,,,,
46,,8.0,,,,
47,7.0,,,,,
48,7.0,,,,,
49,,14.0,,,,
