,ZERO_v2_started_ZERO_v2_won,UCT_1000_started_ZERO_v2_won,ZERO_v2_started_Tie,UCT_1000_started_Tie,ZERO_v2_started_UCT_1000_won,UCT_1000_started_UCT_1000_won
0,,12.0,,,,
1,7.0,,,,,
2,,,,,,15.0
3,7.0,,,,,
4,7.0,,,,,
5,,8.0,,,,
6,7.0,,,,,
7,7.0,,,,,
8,,8.0,,,,
9,7.0,,,,,
10,,,,,,27.0
11,,,,,,27.0
12,7.0,,,,,
13,7.0,,,,,
14,,10.0,,,,
15,7.0,,,,,
16,,8.0,,,,
17,7.0,,,,,
18,7.0,,,,,
19,7.0,,,,,
20,7.0,,,,,
21,11.0,,,,,
22,,8.0,,,,
23,7.0,,,,,
24,,12.0,,,,
25,7.0,,,,,
26,,8.0,,,,
27,7.0,,,,,
28,,8.0,,,,
29,,8.0,,,,
30,7.0,,,,,
31,11.0,,,,,
32,,10.0,,,,
33,7.0,,,,,
34,,8.0,,,,
35,,,,,,7.0
36,,8.0,,,,
37,7.0,,,,,
38,,8.0,,,,
39,,10.0,,,,
40,7.0,,,,,
41,,8.0,,,,
42,,,,,,11.0
43,7.0,,,,,
44,,,,,,11.0
45,7.0,,,,,
46,,,,,,7.0
47,11.0,,,,,
48,,8.0,,,,
49,,10.0,,,,
