,ZEROX_v2_started_ZEROX_v2_won,UCT_2000_started_ZEROX_v2_won,ZEROX_v2_started_Tie,UCT_2000_started_Tie,ZEROX_v2_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,9.0,,,,,
1,19.0,,,,,
2,7.0,,,,,
3,7.0,,,,,
4,,12.0,,,,
5,,10.0,,,,
6,11.0,,,,,
7,,12.0,,,,
8,9.0,,,,,
9,,,,,,13.0
10,11.0,,,,,
11,,14.0,,,,
12,,8.0,,,,
13,7.0,,,,,
14,9.0,,,,,
15,,8.0,,,,
16,7.0,,,,,
17,,,,,,11.0
18,7.0,,,,,
19,11.0,,,,,
20,,10.0,,,,
21,,,,,,11.0
22,7.0,,,,,
23,7.0,,,,,
24,11.0,,,,,
25,7.0,,,,,
26,11.0,,,,,
27,,,,,,11.0
28,7.0,,,,,
29,7.0,,,,,
30,7.0,,,,,
31,7.0,,,,,
32,11.0,,,,,
33,,,,,,11.0
34,7.0,,,,,
35,,,,,,11.0
36,9.0,,,,,
37,7.0,,,,,
38,7.0,,,,,
39,,,,,18.0,
40,7.0,,,,,
41,,8.0,,,,
42,7.0,,,,,
43,,,,,,9.0
44,,,,,,9.0
45,7.0,,,,,
46,,8.0,,,,
47,,,,,,17.0
48,7.0,,,,,
49,,8.0,,,,
