,ZEROX_v3_started_ZEROX_v3_won,UCT_5000_started_ZEROX_v3_won,ZEROX_v3_started_Tie,UCT_5000_started_Tie,ZEROX_v3_started_UCT_5000_won,UCT_5000_started_UCT_5000_won
0,,,,,,13.0
1,,,,,,17.0
2,,,,,,17.0
3,9.0,,,,,
4,,,,,,9.0
5,,,,,,11.0
6,7.0,,,,,
7,,8.0,,,,
8,9.0,,,,,
9,7.0,,,,,
10,,,,,,11.0
11,7.0,,,,,
12,,14.0,,,,
13,11.0,,,,,
14,,,,,,9.0
15,11.0,,,,,
16,,,,,,13.0
17,,,,,,13.0
18,11.0,,,,,
19,7.0,,,,,
20,11.0,,,,,
21,7.0,,,,,
22,,10.0,,,,
23,,,,,,9.0
24,,14.0,,,,
25,,,,,,13.0
26,9.0,,,,,
27,7.0,,,,,
28,9.0,,,,,
29,9.0,,,,,
30,7.0,,,,,
31,7.0,,,,,
32,7.0,,,,,
33,7.0,,,,,
34,11.0,,,,,
35,,,,,,17.0
36,,,,,,11.0
37,,,,,,11.0
38,,,,,,17.0
39,11.0,,,,,
40,,,,,,15.0
41,7.0,,,,,
42,,14.0,,,,
43,9.0,,,,,
44,,,,,,11.0
45,,,,,,13.0
46,7.0,,,,,
47,9.0,,,,,
48,7.0,,,,,
49,,8.0,,,,
