,ZEROX_v3_started_ZEROX_v3_won,UCT_4000_started_ZEROX_v3_won,ZEROX_v3_started_Tie,UCT_4000_started_Tie,ZEROX_v3_started_UCT_4000_won,UCT_4000_started_UCT_4000_won
0,15.0,,,,,
1,7.0,,,,,
2,,10.0,,,,
3,9.0,,,,,
4,,,,,,13.0
5,,,,,,29.0
6,7.0,,,,,
7,,10.0,,,,
8,,,,,,13.0
9,,,,,,9.0
10,,8.0,,,,
11,,10.0,,,,
12,,,,,,17.0
13,7.0,,,,,
14,,,,,,11.0
15,7.0,,,,,
16,,,,,,17.0
17,,,,,,11.0
18,7.0,,,,,
19,,14.0,,,,
20,,,,,,13.0
21,,10.0,,,,
22,,,,,,13.0
23,,10.0,,,,
24,7.0,,,,,
25,,,,,,15.0
26,,,,,24.0,
27,,,,,,13.0
28,11.0,,,,,
29,,10.0,,,,
30,,10.0,,,,
31,,10.0,,,,
32,,10.0,,,,
33,,8.0,,,,
34,,,,,,11.0
35,,,,,,17.0
36,7.0,,,,,
37,7.0,,,,,
38,11.0,,,,,
39,,,,,,11.0
40,11.0,,,,,
41,11.0,,,,,
42,7.0,,,,,
43,,,,,,9.0
44,,,,,,17.0
45,7.0,,,,,
46,,,,,,17.0
47,11.0,,,,,
48,11.0,,,,,
49,,,,,,11.0
