,ZEROX_v3_started_ZEROX_v3_won,UCT_2000_started_ZEROX_v3_won,ZEROX_v3_started_Tie,UCT_2000_started_Tie,ZEROX_v3_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,,10.0,,,,
1,,10.0,,,,
2,7.0,,,,,
3,,,,,,15.0
4,17.0,,,,,
5,,10.0,,,,
6,,10.0,,,,
7,,,,,,7.0
8,,,,,,11.0
9,,8.0,,,,
10,9.0,,,,,
11,11.0,,,,,
12,9.0,,,,,
13,,,,,,13.0
14,7.0,,,,,
15,,,,,,9.0
16,9.0,,,,,
17,,,,,,9.0
18,,16.0,,,,
19,,,,,,7.0
20,,8.0,,,,
21,7.0,,,,,
22,,,,,,11.0
23,,12.0,,,,
24,,8.0,,,,
25,,8.0,,,,
26,7.0,,,,,
27,7.0,,,,,
28,9.0,,,,,
29,,12.0,,,,
30,,10.0,,,,
31,,,,,,9.0
32,,,,,,13.0
33,,12.0,,,,
34,,8.0,,,,
35,7.0,,,,,
36,,8.0,,,,
37,,,,,,11.0
38,,,,,,11.0
39,9.0,,,,,
40,,,,,,17.0
41,,,,,,9.0
42,,18.0,,,,
43,9.0,,,,,
44,11.0,,,,,
45,,12.0,,,,
46,11.0,,,,,
47,,,,,,11.0
48,11.0,,,,,
49,,8.0,,,,
