,ZERO_v2_started_ZERO_v2_won,UCT_2000_started_ZERO_v2_won,ZERO_v2_started_Tie,UCT_2000_started_Tie,ZERO_v2_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,,10.0,,,,
1,7.0,,,,,
2,,10.0,,,,
3,11.0,,,,,
4,7.0,,,,,
5,7.0,,,,,
6,7.0,,,,,
7,,,,,,11.0
8,11.0,,,,,
9,7.0,,,,,
10,,,,,,9.0
11,,8.0,,,,
12,7.0,,,,,
13,,12.0,,,,
14,,12.0,,,,
15,,,,,,17.0
16,,,,,,13.0
17,,,,,,9.0
18,9.0,,,,,
19,,12.0,,,,
20,,8.0,,,,
21,,,,,,7.0
22,,12.0,,,,
23,7.0,,,,,
24,,8.0,,,,
25,,,,,,9.0
26,9.0,,,,,
27,7.0,,,,,
28,7.0,,,,,
29,,10.0,,,,
30,7.0,,,,,
31,11.0,,,,,
32,11.0,,,,,
33,7.0,,,,,
34,,14.0,,,,
35,,,,,,11.0
36,,8.0,,,,
37,,,,,,11.0
38,7.0,,,,,
39,7.0,,,,,
40,,,,,,11.0
41,7.0,,,,,
42,,,,,,11.0
43,,8.0,,,,
44,,10.0,,,,
45,17.0,,,,,
46,,8.0,,,,
47,7.0,,,,,
48,,,,,,11.0
49,,,,,,11.0
