,FLAT_v1_started_FLAT_v1_won,UCT_1000_started_FLAT_v1_won,FLAT_v1_started_Tie,UCT_1000_started_Tie,FLAT_v1_started_UCT_1000_won,UCT_1000_started_UCT_1000_won
0,7.0,,,,,
1,7.0,,,,,
2,,8.0,,,,
3,11.0,,,,,
4,,,,,,7.0
5,,,,,,11.0
6,,,,,,9.0
7,7.0,,,,,
8,7.0,,,,,
9,,,,,,9.0
10,11.0,,,,,
11,,8.0,,,,
12,7.0,,,,,
13,,,,,10.0,
14,,,,,,9.0
15,,10.0,,,,
16,7.0,,,,,
17,7.0,,,,,
18,,,,,,7.0
19,,,,,10.0,
20,7.0,,,,,
21,7.0,,,,,
22,,8.0,,,,
23,,8.0,,,,
24,,8.0,,,,
25,7.0,,,,,
26,7.0,,,,,
27,,10.0,,,,
28,11.0,,,,,
29,,,,,,11.0
30,,,,,,15.0
31,7.0,,,,,
32,,,,,,11.0
33,,8.0,,,,
34,7.0,,,,,
35,,,,,,9.0
36,,,,,,11.0
37,7.0,,,,,
38,,8.0,,,,
39,7.0,,,,,
40,7.0,,,,,
41,,8.0,,,,
42,7.0,,,,,
43,7.0,,,,,
44,,,,,,9.0
45,7.0,,,,,
46,7.0,,,,,
47,9.0,,,,,
48,,,,,,9.0
49,7.0,,,,,
