,ZEROX_v4_started_ZEROX_v4_won,UCT_2000_started_ZEROX_v4_won,ZEROX_v4_started_Tie,UCT_2000_started_Tie,ZEROX_v4_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,,,,,10.0,
1,,10.0,,,,
2,11.0,,,,,
3,,12.0,,,,
4,,10.0,,,,
5,,,,,12.0,
6,9.0,,,,,
7,11.0,,,,,
8,19.0,,,,,
9,9.0,,,,,
10,,12.0,,,,
11,,10.0,,,,
12,11.0,,,,,
13,9.0,,,,,
14,,18.0,,,,
15,,,,,10.0,
16,11.0,,,,,
17,15.0,,,,,
18,17.0,,,,,
19,9.0,,,,,
20,13.0,,,,,
21,,10.0,,,,
22,,16.0,,,,
23,11.0,,,,,
24,,24.0,,,,
25,13.0,,,,,
26,11.0,,,,,
27,11.0,,,,,
28,,,,,10.0,
29,15.0,,,,,
30,11.0,,,,,
31,,10.0,,,,
32,11.0,,,,,
33,,10.0,,,,
34,13.0,,,,,
35,11.0,,,,,
36,,12.0,,,,
37,19.0,,,,,
38,,,,,,9.0
39,,14.0,,,,
40,17.0,,,,,
41,13.0,,,,,
42,11.0,,,,,
43,11.0,,,,,
44,,12.0,,,,
45,,16.0,,,,
46,19.0,,,,,
47,,10.0,,,,
48,,12.0,,,,
49,,,,,,19.0
