,ZERO_v4_started_ZERO_v4_won,UCT_4000_started_ZERO_v4_won,ZERO_v4_started_Tie,UCT_4000_started_Tie,ZERO_v4_started_UCT_4000_won,UCT_4000_started_UCT_4000_won
0,13.0,,,,,
1,11.0,,,,,
2,,,,,18.0,
3,,10.0,,,,
4,,10.0,,,,
5,15.0,,,,,
6,,,,,,13.0
7,,16.0,,,,
8,,,,,,21.0
9,,,,,12.0,
10,,,,,10.0,
11,15.0,,,,,
12,9.0,,,,,
13,,,,,,9.0
14,,,,,,21.0
15,,,,,18.0,
16,9.0,,,,,
17,,12.0,,,,
18,,,,,,9.0
19,,,,,16.0,
20,,,,,,15.0
21,11.0,,,,,
22,9.0,,,,,
23,,,,,14.0,
24,15.0,,,,,
25,,,,,20.0,
26,,,,,14.0,
27,,,,,,9.0
28,,,,,12.0,
29,9.0,,,,,
30,,,,,,25.0
31,,,,,,11.0
32,,,,,12.0,
33,,18.0,,,,
34,,10.0,,,,
35,,,,,12.0,
36,,14.0,,,,
37,11.0,,,,,
38,11.0,,,,,
39,13.0,,,,,
40,,12.0,,,,
41,,16.0,,,,
42,,10.0,,,,
43,11.0,,,,,
44,11.0,,,,,
45,11.0,,,,,
46,11.0,,,,,
47,,,,,,21.0
48,,16.0,,,,
49,,14.0,,,,
