,ZEROX_v1_started_ZEROX_v1_won,UCT_2000_started_ZEROX_v1_won,ZEROX_v1_started_Tie,UCT_2000_started_Tie,ZEROX_v1_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,,,,,,13.0
1,,12.0,,,,
2,,10.0,,,,
3,,,,,12.0,
4,,,,,,11.0
5,,,,,18.0,
6,,,,,,17.0
7,,,,,,17.0
8,,,,,,17.0
9,,,,,,15.0
10,,,,,,21.0
11,,,,,30.0,
12,13.0,,,,,
13,13.0,,,,,
14,,,,,,15.0
15,,12.0,,,,
16,,,,,,13.0
17,15.0,,,,,
18,,10.0,,,,
19,11.0,,,,,
20,,,,,,11.0
21,,10.0,,,,
22,15.0,,,,,
23,,,,,,9.0
24,11.0,,,,,
25,,,,,,15.0
26,,10.0,,,,
27,13.0,,,,,
28,,,,,,11.0
29,,,,,,17.0
30,,10.0,,,,
31,,,,,20.0,
32,17.0,,,,,
33,,10.0,,,,
34,,10.0,,,,
35,,,,,,11.0
36,,,,,14.0,
37,,10.0,,,,
38,,10.0,,,,
39,,,,,,15.0
40,,,,,,19.0
41,,10.0,,,,
42,,,,,20.0,
43,19.0,,,,,
44,,,,,,9.0
45,,,,,12.0,
46,,,,,16.0,
47,11.0,,,,,
48,,,,,,17.0
49,,10.0,,,,
