,ZERO_v2_started_ZERO_v2_won,UCT_2000_started_ZERO_v2_won,ZERO_v2_started_Tie,UCT_2000_started_Tie,ZERO_v2_started_UCT_2000_won,UCT_2000_started_UCT_2000_won
0,9.0,,,,,
1,9.0,,,,,
2,9.0,,,,,
3,9.0,,,,,
4,9.0,,,,,
5,17.0,,,,,
6,,12.0,,,,
7,,10.0,,,,
8,23.0,,,,,
9,,,,,,13.0
10,,,,,14.0,
11,,,,,,19.0
12,9.0,,,,,
13,,12.0,,,,
14,,14.0,,,,
15,,12.0,,,,
16,,18.0,,,,
17,,,,,14.0,
18,,,,,,19.0
19,9.0,,,,,
20,9.0,,,,,
21,9.0,,,,,
22,11.0,,,,,
23,,14.0,,,,
24,9.0,,,,,
25,,10.0,,,,
26,9.0,,,,,
27,,12.0,,,,
28,,,,,,13.0
29,9.0,,,,,
30,9.0,,,,,
31,9.0,,,,,
32,,,,,,11.0
33,,18.0,,,,
34,15.0,,,,,
35,,10.0,,,,
36,,10.0,,,,
37,,10.0,,,,
38,9.0,,,,,
39,9.0,,,,,
40,9.0,,,,,
41,,16.0,,,,
42,9.0,,,,,
43,,10.0,,,,
44,9.0,,,,,
45,,,,,,19.0
46,,20.0,,,,
47,,,,,,19.0
48,9.0,,,,,
49,,,,,40.0,
