,FLAT_v5_started_FLAT_v5_won,UCT_4000_started_FLAT_v5_won,FLAT_v5_started_Tie,UCT_4000_started_Tie,FLAT_v5_started_UCT_4000_won,UCT_4000_started_UCT_4000_won
0,,10.0,,,,
1,9.0,,,,,
2,,12.0,,,,
3,,,,,,33.0
4,9.0,,,,,
5,,10.0,,,,
6,9.0,,,,,
7,,,,,,11.0
8,9.0,,,,,
9,,,,,,21.0
10,,10.0,,,,
11,,10.0,,,,
12,,10.0,,,,
13,9.0,,,,,
14,,10.0,,,,
15,,,,,,23.0
16,9.0,,,,,
17,9.0,,,,,
18,9.0,,,,,
19,,,,,14.0,
20,9.0,,,,,
21,9.0,,,,,
22,9.0,,,,,
23,,12.0,,,,
24,,,,,,17.0
25,,32.0,,,,
26,9.0,,,,,
27,15.0,,,,,
28,,10.0,,,,
29,,,,,,11.0
30,,,,,,21.0
31,,,,,,21.0
32,,,,,,17.0
33,9.0,,,,,
34,,,,,16.0,
35,,22.0,,,,
36,,,,,,17.0
37,,10.0,,,,
38,9.0,,,,,
39,9.0,,,,,
40,9.0,,,,,
41,,,,,,27.0
42,,10.0,,,,
43,,,,,,19.0
44,,10.0,,,,
45,9.0,,,,,
46,,,,,12.0,
47,,10.0,,,,
48,,,,,14.0,
49,9.0,,,,,
